J3KQE5	Q6PKD4
Q58FG1	Q59FC6
P60323	Q9UIV1
A8K8B0	B4DI74
Q6NYC1	Q9Y4E5
P62508	Q5VV67
P62837	Q9UJV3
P62837	Q9UK22
Q96P09	Q9NR28
Q96KQ4	Q9UKE5
O15350	O60675
A0A096LPJ3	O43242
O60341	P05771
P62837	Q9UKV5
Q13263	Q15022
P62837	Q9UKT5
P62837	Q9UKT7
P62837	Q9UKT8
E9PGT1	Q7Z3N9
P62837	Q9ULV8
B4DKR0	Q86Y82
Q86YP4	Q969R5
B4DUR8	F5H136
B3KNN7	E7EM64
E7EVJ5	Q9BV52
E9PKD5	V9HW55
O43255	Q99836
E5RG31	J3KQ69
P63279	Q9UBC3
E9PKD5	V9HW24
P51513	Q14966
A8K674	B4DFP5
P43681	Q9Y5K8
B4DUR8	F5H282
B4DS36	G3V3H3
A0A1W2PPT5	P19387
H3BPE4	Q6P1R0
E9PRC8	P78371
P62837	Q9UBS8
A1L0W4	K0A7K7
B4DUR8	F5H726
B4DUR8	F5H676
B4DS36	G3V2E7
P15515	Q8TAX7
O00571	O95983
J3KTB0	Q8N9M2
B4DS36	G3V2P7
O43747	P59780
O15350	O60281
Q13492	Q9Y2K9
Q8N668	Q9GZQ3
P48431	Q07021
B4DUR8	F5GWF6
B4DUR8	F5GZI8
Q01860	Q7Z3K6
A6NJ08	O75446
P55347	P84022
Q12931	Q96HX7
B4DUR8	F5GZ03
H0YL72	P50213
Q12931	Q96GW1
Q09472	Q7L5N1
Q6ZN17	Q9HCE1
H0Y2P2	Q5W0S4
H0Y2P2	Q5W0S5
G3V3U4	V9HW55
Q96MN2	Q9NPP4
G3V3U4	V9HW24
O14964	P06493
B3KMI7	Q9Y587
O60609	P39905
P30101	P42345
O96019	Q8IWA0
O43719	P63162
B4DWZ4	P12004
O60739	Q6PKG0
Q58FF9	Q9BV61
B4DXJ6	P59780
O60674	Q01726
Q9BZQ4	Q9HAN9
O60674	Q01718
O43719	P63272
B4DTS5	D6RAX7
P13569	Q7LBE3
O00743	Q9UK97
O14757	Q96GX5
B4DS36	G3V5R9
O95477	Q6P2Q9
P18627	Q99836
B4DY04	Q04917
P31943	Q92879
P31943	Q92841
O14818	P23508
Q6ZN17	Q9H9Z2
Q96RS0	Q9H9Z2
Q13263	Q15843
O75694	P07900
P60323	Q9Y295
Q8N668	Q9H0A8
Q96SN8	Q9NRP7
P39748	Q9BX63
P59991	Q6PEX3
P39748	Q9BVC3
K7EQH4	P06576
P05067	Q9HCL0
Q13263	Q15466
G3V4X1	P60900
H0YJ75	Q8TF05
A8K674	B4E1E2
P04637	Q99497
A0A1W2PQS1	B7Z571
O75694	P08238
B4DS14	Q7Z5Q8
P14635	P55036
Q99459	Q9Y388
O14733	Q9UM73
O15372	P61221
P04637	Q99608
O00161	Q96NA8
P04637	Q99684
P43403	P46109
O14862	P11234
Q9H307	Q9NYF8
O43181	P42224
O00161	Q96NX8
A0A1W2PQS1	B7Z478
P24386	P47224
Q9H307	Q9NZN8
O43464	Q9P0J0
H0YJI3	Q86U41
H0YJI3	Q86U03
P04083	P25963
B4DKE6	C9J8M3
Q8N7F5	Q9NXL9-4
H0YJI3	Q86V28
O43567	P62837
A0A087WUL2	H0YJS8
C9JW96	E9PCW0
H0YJT1	J3KN29
A0A087WUL2	H0YJC0
A0A087WUL2	H0YJC4
Q59GA8	Q9UMS4
A0A087WUL2	H0YL69
P01137	P62258
A0A087WUL2	H0YLC2
Q9BUZ4	Q9Y6R4
A0A087WUL2	H0YKT8
A0A087WUL2	H0YKS0
F8WF02	P29803
H0YJT1	J3KRP2
P62263	Q00653
O60341	P06241
B2RA72	B4DXN3
B2RDG0	Q53HB3
P62263	Q00987
P60981	Q01518
D3DWY7	O15212
Q3ZCW5	Q6IAL5
B2RDG0	Q53FT8
B2RDG0	Q53GF5
P53675	P61201
B7ZB52	Q59FN8
O14757	Q96SB4
O14625	P13501
B3KMX0	H0Y8E6
H0YL72	P51553
P10523	P32239
A8K9G2	Q53FV0
P02768	P0CG48
Q9NYF0	Q9UQB3
P28702	P32780
P13929	P15259
B4DDF5	J3KQ69
C9JH00	Q13616
P09936	Q15843
H0YLC2	P17980
B4E1Q0	Q562F2
P09972	P40926
P01732	P06729
Q13263	Q14839
Q13415	Q16778
P53675	P61981
P53675	P61966
H7C4G5	X6R2L4
O00571	O95786
Q14721	Q9UJ96
Q14721	Q9UIX4
A4D1B5	P05067
P13693	P61247
B4DM48	B7Z853
P38606	Q9H3H0
Q99848	Q9Y221
Q86YP4	Q96RE7
A0A087WUL2	H0YMA1
B4DJ66	E7EM64
A0A087WUL2	H0YLS6
A0A087WUL2	H0YMZ1
Q99848	Q9Y2X3
Q13177	Q9UJM1
Q13177	Q9UJM0
Q99848	Q9Y3T9
A0A087WUL2	H0YN18
A0A087WUL2	H0YMI6
H0Y9P8	H7C1P0
A0A087WUL2	H0YMV3
Q9NYF0	Q9UJU2
G9K388	R4GN62
Q9H307	Q9NPJ4
P16333	P23759
B4DM48	B7Z3M9
P46531	Q99496
C9IYK1	O75712
P37840	Q16623
Q13263	Q14765
P37840	Q16600
O75909	Q86UE8
P11142	Q15653
P40763	P82094
P57053	Q16695
Q13263	Q14119
B2R6N6	Q2F831
Q13263	Q14103
P49459	Q9NS91
P57053	Q16778
Q13263	Q14164
Q13263	Q14140
O75312	Q15942
P07437	P20333
H0YEG0	H7C1E4
P26639	P56192
P01137	P61812
P46531	Q8WXI9
H0YEG0	H7BZG6
B4DWA6	Q53GC7
G3V4P7	Q8IY97
P62263	Q01201
A0A0J9YW33	I3L4Z6
P42338	Q96HU8
P58743	Q7LBE3
O95073	Q13131
P51991	Q9H307
B3KSK2	H0YHR7
P42858	Q9H4A5
Q13501	Q9Y4P1
Q14938	Q9Y261
A0A1B0GVQ5	P61266
A0A087X2I1	F5H169
Q5T8T7	Q9P086
P53675	P62258
E9PLG2	P62333
P32242	Q92922
P11161	P25116
P21709	Q9UM73
P55087	Q9HBA0
A0A087X2I1	F5H7X1
P62877	Q8NFZ0
B4DEV8	V9HW24
E9PLG2	P62195
E9PLG2	P62191
B4DKE6	C9JZI1
J3QLH6	Q9NSM5
P04150	P52630
P13349	Q9NQ33
A0A087WVY3	E9PEP3
B4DKE6	C9JXZ7
B4E1Q0	Q58EX4
Q14192	Q9HAU4
Q13507	Q59G51
Q12931	Q99832
A0A087X2I1	F5H5V4
P42224	P56945
P36382	Q9Y6H8
B4DVQ0	Q9Y281
Q00526	Q06609
Q14192	Q9H2S9
F5H169	G3V4X1
Q9UH73	Q9UIF8
Q16621	Q16656
G3V4X1	P62195
G3V4X1	P62191
Q13185	Q13263
P22392	Q9Y230
P61964	Q05BQ5
A2IDB2	P27348
A0A087X0B7	H0YEW0
Q9GZR2	Q9Y2X3
Q14643	Q9UBN4
P36542	Q16891
O60341	P07196
Q14061	Q96I36
P13929	P18669
P20337	Q9UQ26
A8K4Y7	Q99525
O15259	P01024
E9PN50	P60900
Q14192	Q9H9D4
B7Z5D4	X5D7S1
B4DM48	B7ZB52
P21741	P49023
B4DHR8	Q53FV3
P12980	Q9Y295
A4UCT1	B4DRV9
P61266	X5D7S1
A0A087WY10	F5GX11
Q15796	Q6ZNA4
Q13277	Q53GW1
P13693	P62081
Q14593	Q8WUM0
F5H7X1	Q75L23
G3V4X1	P62333
P13693	P62753
P01106	P09382
A0A0C4DFZ1	O00161
B4DF86	I3L3S0
A6NH01	H0YDE9
A0A0G2JRS3	M0R1S0
H3BR99	P61266
O15550	P10275
B4DKE6	C9JGY5
B4DHR8	Q53HJ0
Q53F10	Q9BQI9
A0A0G2JRS3	M0R0N4
P08588	Q08499
B4DHR8	Q53GN6
Q5SRD1	Q9HAV7
O75475	Q9H9S0
P62877	Q8N961
A0A087X2I1	F5GX23
A0A087X2I1	F5GX11
P33176	P52732
P62136	Q86XI6
P04275	P13598
A6NH01	H0YEG0
P19224	P22309
P13693	P62979
Q96EB6	Q9H7Z6
B4DKE6	C9JTT7
Q96EB6	Q9H4R4
P09936	Q16531
P25054	Q13007
P81877	Q01844
A6NH01	H0YL95
P29353	Q969H0
Q58FF7	Q59FC6
Q96EB6	Q9H583
H0YJS8	Q6MZI6
Q58FF7	Q59EK6
O14958	Q13061
A0A0G2JRS3	M0QZ21
Q13177	Q9Y297
P18847	P22607
P33992	Q4G0Z9
Q14938	Q9Y692
A6NH01	H0YJ47
A6NH01	H0YJ08
O75475	Q9H307
A6NH01	H0YK95
A6NH01	H0YK94
Q13112	Q9Y294
B4DHR8	J3QRY4
B4DHR8	J3QS84
B4DHR8	J3QS88
A0A075B6Q5	P01597
A0A075B6Q5	P01599
B4DHR8	J3QS13
Q96HS1	Q9BXM7
O00161	Q99747
H0Y8S5	K7EP45
O00161	Q8WVM8
A0A075B6Q5	P01602
A0A075B6Q5	P01601
A0A0G2JRS3	M0QYZ2
A0A075B6Q5	P01611
O95749	P54868
H0Y8S5	K7ENE3
F8VQQ8	Q15819
P05787	Q00987
A0A075B6Q5	P01834
P02461	P12111
J3KTB0	Q92905
P62807	Q6DN03
Q9Y263	Q9Y3M8
B4DS96	Q9Y587
Q05086	Q6IE81
P53675	P63104
P22626	Q13148
D1LUZ4	H3BSC0
A0A0J9YW33	Q9UEU0
A0A0J9YW33	Q9UES0
P14598	P60709
B4DHR8	J3QL53
Q86XT2	Q8IX04
B4DHR8	J3QLT0
P01891	P01920
P01891	P01911
B4DHR8	J3QLE8
P33151	Q8TEW0
A0A087WUL9	Q9UNS2
B4DIM6	O94973
P04150	P51692
B4DTS5	D6RD63
P22626	Q13595
G3V3Z2	Q92572
P29590	Q92769
B4DYP9	Q13257
P22626	Q13523
A0A0B4J2E5	Q9Y3A4
H0Y8S5	K7EKV4
P10276	P12931
H0YFC6	Q9Y5L0
B4DTS5	D6RFN0
E5RFJ8	Q9NXL9-4
P51513	Q15365
P29083	Q9ULC4
P10276	P12755
P24385	P25205
E9PKD5	E9PLG2
B7ZMF3	H0YG16
P20585	P23025
G3V295	R4GNH3
E9PKD5	E9PM69
P11309	P20749
P63279	Q9UQL6
E9PKD5	E9PMD8
A0A087WYL6	A0A0J9YWE8
B5BU24	H0YB80
P63279	Q9UPY8
B7Z438	Q9Y436
E9PKD5	E9PN50
P30493	Q8NHL6
C9JFE4	Q96N86
P02549	Q9UI08
B4E0Q9	B4E2E1
O00257	Q3KNV8
Q15020	Q9UK45
B4E0Q9	B4E205
P63279	Q9UNM6
P01112	Q9UQ07
E9PPY8	Q6PK37
B7ZMF3	H0YJU9
P01732	P08575
O15105	Q7LFL8
O43927	Q9NPB9
B2RBY4	P49643
B7ZMF3	H0YJL0
A0A087WYL6	A0A0J9YWZ2
B4DIM6	O95782
B4DND6	H7C3T0
B4DND6	H7C3P9
Q9H0N0	Q9NVJ2
P09525	P17405
O43294	P0CG48
B7Z438	Q9Y4T0
A0A1W2PS81	Q96NX8
A0A1B0GUL7	Q8IVT5
E9PNU4	Q9NRW7
A0A1W2PS81	Q96NA8
P17181	P42229
P04264	Q92817
P63279	Q9UI36
P63279	Q9UHP3
Q58FF7	Q58FF9
Q58FF7	Q58FF8
P49721	Q9BT78
O75928	P98082
P61088	Q9H992
C9JFE4	Q96DE8
Q59EK0	Q8TF05
Q58FF7	Q58FG0
Q58FF7	Q58FG1
B3KMI7	P53680
B7Z2S7	P35241
B4DRT3	Q504U3
P01730	Q16620
P62837	Q9UNE7
O43865	P48995
P62807	Q6DRA6
Q15020	Q9UHX1
E9PJN4	Q9Y210
Q59F65	Q7L5N1
P62837	Q9UPQ7
P63279	Q9UKL3
A0A096LPC8	Q59HA8
O60869	P05412
P07766	P62987
J3KNQ3	P51665
B3KTW0	O75155
E9PN50	P62333
P05198	P55036
J3QSE0	P62333
P43681	P54257
O60224	Q8N653
E9PN50	P62195
E9PN50	P62191
A0A0C4DH42	P01834
P10276	P15531
P14868	Q9Y3U8
O14980	P01106
Q15008	Q15386
Q3KRB0	Q8NI36
P17542	Q9UKL0
A0A0C4DH42	P01611
Q00526	Q08J23
A0A0C4DH42	P01601
A0A0C4DH42	P01602
B3KXX5	Q32Q15
Q7L590	Q9NXL9
P22392	P52434
P42224	P58340
A0A0C4DH42	P01599
A0A0C4DH42	P01597
Q14966	Q9BTA9
O60281	Q9BWX5
B2R6N0	Q7L5N1
D6RA17	E9PI41
P25791	P61371
B1AMU3	D6RA17
B1ALA9	I3L164
B1ALA9	I3L0S1
P29083	Q9Y5B9
P48165	Q9UKL4
M0R1S0	Q59FN8
Q04637	Q05086
P39748	Q9H611
P52298	Q92841
A0A1W2PQM3	H0YEW0
Q9BSL1	Q9C040
A0A0D9SET9	H7C1W2
K7EKV4	Q59H03
A0A087X2I1	Q9NSM5
P20226	Q00613
G3V5Z7	P49721
G3V5Z7	P49720
P09972	P43304
J3QLT0	P61201
Q6ZSG1	Q96B02
B1ALA9	I3L4G9
B1ALA9	I3L331
J3QSE0	P62195
J3QSE0	P62191
P62877	Q92765
O00574	P32246
P20226	Q00987
B1AMU3	D6R905
A6PVX3	P35998
A0A0A6YYL6	P15880
E7EX95	Q96A47
Q13541	Q8TAI7
J3QL26	Q7L7W2
P22626	Q16630
P05026	Q8NFQ8
B2RCG9	B4DSD7
Q92890	Q9BUN8
Q5JU32	Q6P5Z4
O43660	Q8TBF4
B2RDG0	Q59GN1
K7EKQ2	Q6PK50
P63279	Q9Y3T9
B2RDG0	Q59GS3
B2RDG0	Q59FJ0
A0AVG3	B2RE64
P63279	Q9Y265
B4DH37	Q86Y82
O43521	O75460
P14598	P63261
P29317	Q13239
B3KUD7	B3KVF0
Q15797	Q9BZL6
C9JZ20	Q6FHP5
P25054	Q15797
B4DKR0	P32856
B3KUD7	B3KV41
P02511	P20807
Q07912	Q6UVK1
P25054	Q15691
P18848	P49715
P18848	P49716
P25054	Q155Q3
A0A1W2PRC2	O75558
A6NH52	Q969M3
H0YK94	Q9Y587
P25786	Q8N5Z5
O75461	P0CG48
D6RA17	E9PPI9
H7BZG6	Q86U03
O14958	Q15327
B2RCG9	B4DI74
B2RDG0	Q59F72
P63279	Q9Y5K6
Q5JNZ6	Q86TR6
P63279	Q9Y4E5
B7Z5X1	Q9P1A2
H7C4I3	Q9Y265
H7C4I3	Q9Y230
H7BZG6	Q86V28
B4DS32	S4R3E5
H7BZG6	Q86U41
P63279	Q9Y4K3
P62837	Q9Y508
O43148	Q7KZ85
P62837	Q9Y4K3
P62837	Q9Y4L5
H0YM03	J3QLT0
H0YM03	J3QLE8
O43719	P68400
P08138	Q93045
P25786	Q8NBZ0
H0YM03	J3QL53
P14780	P16035
O00472	Q96JC9
Q01844	Q8IZM8
O14641	P10074
Q15642	Q9NZQ3
P10276	P14859
P02462	P39059
P54252	Q14139
B7Z606	Q9UBQ0
P60880	Q2TAB5
B4DL54	P23511
Q00534	Q96TE0
B7Z571	Q6IB71
P62837	Q9Y3C5
P57073	Q9HB75
P84243	Q6DN03
P27797	Q9UBN6
B2R7T8	Q96KX2
B4E1Q0	Q59G20
B4DF86	Q9Y5R8
B4DF86	Q9Y296
O00472	Q96CJ1
B4E1Q0	Q59EF0
B4DIU0	M0R102
H0YM03	J3QS88
H0YM03	J3QS84
B4E1Q0	Q59EK0
B3KU45	C9JH00
E9PNL3	H3BNI4
C9JZI1	Q5U0C2
Q01484	Q9UKE5
Q00534	Q96L96
B0QY21	Q53F09
B4E2E1	Q5QPE2
B4E2E1	Q5QPE1
P84243	Q6DRA6
O75015	P01903
B4DIU0	M0R050
O75015	P01730
P49418	Q96A65
B4DKR0	Q7Z338
B1AL69	Q8TBA7
P27797	Q9UIG0
E7ESE2	Q6FHP5
B4DSW6	Q9NVP2
B4DEV8	E9PKD5
O15294	P62829
H3BTM8	O00231
H3BTM8	O00232
O75643	Q9BXB1
Q969M2	Q9UKL4
O15294	P62979
P09017	P09086
O15015	Q7Z589
Q15198	Q6FHJ7
Q8N5B7	Q96G23
B4DPM7	D6RAX7
D6RIY6	R4GNH9
H0YM03	Q53FV3
P22626	Q15233
B7Z2V6	Q9NW63
Q02962	Q9BZ95
Q9H4N9	Q9NXL9-4
A0A075B6Q5	P04430
B4DEV8	E9PN50
P52701	P62258
P22626	Q15020
E5RFJ8	Q4G0Z9
B4DEV8	E9PMD8
Q02962	Q9BXC9
B4DEV8	E9PM69
P61964	Q06416
P28370	Q96T23
O00222	P28566
M0R0Y3	X6R2L4
P07196	Q9NXR1
O15355	P49840
B1AHB1	C6EMX8
P17542	Q9UPN9
A8K194	Q9Y294
Q8N684	Q9BV90
Q8N684	Q9BUE0
P51553	Q01415
D6RIY6	R4GMQ7
Q14643	Q9UL62
O60683	P60604
P61964	Q06587
P04275	P14210
O75582	P62258
O00222	P28222
O00222	P28223
P25054	Q14258
P09661	Q9BRD0
P27540	P62508
Q13304	Q96RI0
P25054	Q14160
O00222	P28335
O14979	O14980
O14777	O75528
Q05996	Q9BS86
H3BTM8	O00487
B1AMU3	D6RIY6
B5ME19	P15880
H0YLE8	Q9UJM1
H0YLE8	Q9UJM0
Q9BQA5	Q9BWW7
H7BZR6	P43686
Q6FH24	Q99471
J3KRP2	P55036
H7C1W2	P50213
Q8WWL3	Q9UL62
A0A0G2JQA4	Q7Z677
O00762	O60232
Q92600	Q99471
B2R7M1	Q9HBG4
B4E0X6	Q7L5N1
Q53HU0	Q5SZW8
Q53HU0	Q5SZX6
Q53HU0	Q5SZX9
A0A0A0MRR5	Q9BZX2
P33151	Q99569
Q8N668	Q9NX08
P33151	Q99608
P22392	P54819
A0A0S2Z618	P49736
P51692	Q9BWQ8
B4DPM7	D6RFN0
O14979	O15042
E5RG31	Q53FG5
P17693	Q15080
B1AL69	Q96GW1
G1UI19	J3QR48
O95409	Q99750
B4DFL3	B7Z478
O15498	Q9H267
B1AL69	Q96HX7
B4DPM7	D6RD63
E5RG31	Q53HJ4
A0A0S2Z618	Q9BWF4
B2R8A1	Q7Z503
P05771	Q9NSE2
A5D8V7	Q96M63
B7Z3H2	Q9BV52
B8ZZZ1	H0YDE9
O60486	Q9UIW2
H0YDK2	Q9BRL8
P50443	Q86UT5
O43542	Q9Y265
O43542	Q9Y230
B8ZZZ1	H0YEG0
P50443	Q86WA9
H3BSG7	Q6AHY6
B4DJB4	Q99855
H0YDK2	Q9BTC8
O14508	Q9NSE2
H7C378	J3KRP2
O60486	Q9ULL4
Q13547	Q3T8J9
O60907	Q6NSW7
B0AZT9	G3V2M8
O60496	P00533
B0AZT9	G3V363
B3KT66	Q9BX72
P05067	Q9NP59
P10276	P17096
P20226	Q02447
A0A1W2PQE7	Q5T376
G3V4P7	Q8N9K4
Q59F49	Q7Z6P5
O75807	Q99933
P20226	Q02548
P23527	P58876
A7VJS2	E9PJN4
P51553	Q02218
O14862	P19525
B3KMI7	P56377
P36873	P49840
O95343	Q04725
O95343	Q04724
A0A0B4J2D9	P0CG04
O15294	P63104
P20226	Q02078
B4DS96	P53680
A0A0C4DFP4	P62333
C9J0T2	P53367
C9J0T2	P53365
A0A0C4DFP4	P62195
A0A0C4DFP4	P62191
P02511	P22914
P04234	P09564
P30101	P49023
P39687	P68431
Q6VVB1	Q9UNE7
O75192	P40855
Q01726	Q9NQC3
Q96PU8	Q9NWB1
B3KWT5	Q9BV52
Q15020	Q9Y333
Q58FG1	Q5CAQ5
Q58FG1	Q5CAQ4
A5D8V6	Q6NUQ1
P10276	P17844
O15371	P42766
P63172	Q08ET2
G3V4P7	Q8N2F8
A6NMS2	D3YTJ7
Q02086	Q15466
P26368	Q9BWF3
P29692	P31947
P54792	Q9UG07
B3KT66	Q9BT78
A0A087WWI0	B5BTZ8
G3V2J8	K0A7K7
O60543	O76075
B4DUA2	Q6LES9
Q9HBB8	Q9Y6N9
B4DV79	J9R021
P61968	Q92769
A0A0A6YYL6	P18124
Q9H307	Q9UK58
F5H282	Q99832
O14980	P04792
Q8WUM0	Q96JC4
A3KFL1	B2RC50
P17542	Q9Y295
Q6VUC0	Q7Z6R9
P38606	Q9NTK5
P04156	P05067
O15400	O75396
G3V3Z2	Q96PC3
O15400	O75379
O15400	O75558
P17542	Q9Y4A5
Q8IWF2	Q9NRD1
Q7Z7J5	Q9C0A6
A8MZ54	O95721
B1AKS5	Q9UJM1
B1AKS5	Q9UJM0
Q58FF9	Q9H6X9
O14641	P12931
B7Z853	Q59FN8
Q9H307	Q9UQ35
P15927	Q5UIP0
P41161	Q5S007
O15259	P04083
P38606	Q9NW63
Q14643	Q9Y210
B4DX37	B7Z600
C9J2Y9	Q96HT3
H0YJT1	Q53GF5
Q00534	Q99941
B7ZLB1	H3BV99
H0YJT1	Q53HB3
C9JLS9	C9JPC0
O60907	Q6P1J9
Q13185	Q16526
P02511	P24385
B4DG68	Q13424
P98082	Q8IVI9
B7ZLB1	H3BU86
H3BR18	O14662
J3KTB0	Q96N86
A0A087WUL9	P51665
B7ZLB1	H3BR18
B7ZLB1	H3BR99
B7ZLB1	H3BQY9
G3V3Z2	Q96CW1
B7ZLB1	H3BP15
B7ZLB1	H3BPJ0
B2R860	Q53FW2
Q00987	Q6PCD5
H0YK94	P53680
H0YJT1	J3QLH6
B4DDF5	Q53HJ4
P49368	Q7Z759
P08047	P21453
H3BR18	O15400
P25054	Q16363
P09960	Q9NQW7
Q13304	Q99678
Q13304	Q99677
B7ZLB1	H3BNE1
P20226	Q01105
P13747	Q31612
H0YJT1	J3QQM1
P35555	Q13361
B7ZLB1	H3BM38
H3BPJ0	P56962
Q08117	Q6ZW49
J3QS84	O00303
P61204	P62820
B4DDF5	Q53FG5
P06746	Q14191
P15813	P26718
H0Y723	H7C0D9
F6WH68	P19447
J3QS84	O00232
J3QS84	O00231
O60784	Q7Z3T8
H0YJT1	J3QSA9
H0YJT1	J3QSE0
B2RCU6	Q9UJM0
B2RCU6	Q9UJM1
O14980	P05455
F5GWF6	P49368
Q59FN8	Q6PK37
P04637	P46937
H0YJT1	J3QRW1
H0YJT1	J3QRR3
P13693	P68104
O14925	Q969M1
P54198	Q03060
P30613	Q16716
P30613	Q16715
C9JJ64	Q6IPS5
B1AHA9	H0Y8E6
B3KM30	B3KTW0
B3KM30	B3KU45
Q7Z3K6	Q9BTC8
P41212	Q96ST3
P25054	Q16787
P23527	P57053
B3KNZ4	Q6P1R0
Q02086	Q14192
A3KFL1	B2RDZ9
A0A0J9YW33	B2RE64
Q8IZJ1	Q8TF05
A0A087WZQ7	I3L2G1
P62333	Q9BT78
P36382	P56524
P19438	Q13200
A0A087WZQ7	I3L4Q9
A0A0G2JRS3	G5E966
Q14192	Q9NPA5
H3BNR4	Q92572
O75808	P67775
G3V363	X5D7S1
P52630	Q00577
P62269	P82933
P62877	Q969T4
P62333	Q9BXM7
N0E6J1	Q8NEV1
A0A087WZQ7	I3L0L3
A0A087WZQ7	I3L0N3
B7Z1J7	Q2TAB5
O14733	P54652
P33151	P41240
P15813	P29016
Q8IZU1	Q9UQE7
B2RBL9	B3KP06
P35555	Q14393
A0A0B4J2D9	P0DP02
A0A0B4J2D9	P0DP04
B2RBL9	B3KNL6
P53367	Q05084
P62195	P84243
P42768	Q9Y5X1
A0A0B4J2D9	P0DOY2
P18085	P20936
O15151	P63104
A0A087WY71	E9PNC4
O60281	Q9H3D4
Q09428	Q99712
O15151	P63165
B1AHB1	B1AHB2
A0A087WUL9	B2RD27
Q9NR09	Q9NYG5
P38159	Q07666
B7Z7G7	X5D7S1
O00505	P30153
O75475	Q9NZN8
P60842	Q8N2I9
Q9NQV8	Q9UN42
Q71DI3	Q7Z2G1
B7Z9M9	F1BXA6
P09488	P28161
O15151	P63279
O75475	Q9NYF8
Q96EB6	Q9NXL9
P56962	Q04917
E7EW35	P21108
P35555	Q14112
B4DH37	Q7Z338
P27797	Q9Y468
B4DH19	M0R058
B4DH19	M0R027
Q6ZMK4	Q9BWF4
B4DH19	M0R0I4
Q14151	Q92754
A6NDZ8	Q8N7R0
O95751	P15407
P20340	P33947
Q15797	Q9H160
B4DH19	M0R213
J3QL53	Q53FV3
Q15797	Q9H0M0
E9PNM7	Q13362
B4DH19	M0R0Y2
B2RBL9	B3KUE2
B4DH19	M0R2M1
J3QL53	Q53HJ0
A8K4Z2	C9J8M3
P62820	Q01968
Q14966	Q9H5J8
P01112	P52701
P02786	Q9Y4K3
P07741	P51149
O43294	Q63ZY3
A6NDZ8	Q8N344
B7Z217	Q9Y2A7
Q969M2	Q9Y6H8
O75475	Q9NPJ4
Q14966	Q9H307
Q5SRD1	Q9NS69
C9JZ88	P83731
A0A087WUL9	B2R514
B1AMU4	Q5RKV6
P52298	Q96SB4
P61244	Q9UQL6
O15259	P07355
E9PNU4	I3L4Z6
P20226	Q04864
P15036	Q9HD15
P06748	P07900
A0A087X0B7	A0AVG3
Q14192	Q9NYA1
A0A0C4DH67	A0A0J9YX35
A6NDZ8	Q8N108
Q15084	Q86VP6
O14980	P06748
P14618	Q8IUR7
G3V5R9	O60271
P27694	Q8N163
C9JZI1	P12004
P05129	P54762
P20226	Q04206
P31267	P36954
A0A1C7CYX0	Q96A65
H0YLC2	Q6IB71
H0Y8E6	H7BZ91
H0YJS8	Q75L23
P49418	Q99963
A0A087WUL9	B2R6N0
A0A087X2D8	F8W6L3
E9PNM7	H7C5Q9
B5ME19	P18124
O14678	Q6TGM1
O14757	P46013
O14678	Q6TGM0
E9PR62	Q7Z677
B0AZS6	E9PG15
Q13277	Q59GC9
A8K4Z2	C9JGY5
B4DHR8	Q59GH5
Q9HC97	Q9Y2T6
J3QL53	J3QRY4
B4DHR8	Q59G89
J3QL53	J3QS13
Q96A47	Q9UBR4
H7C1W2	P51553
Q9HC97	Q9Y271
A8K3X7	E9PGU0
O95376	P51965
B4DHR8	Q59F65
P15153	P16871
F8VXW2	F8WCF6
A8K3X7	E9PFI4
B4DHR8	Q59EL2
H0YMI6	R4GNH3
B0AZS6	E9PD24
P28070	Q6IB71
Q02962	Q9GZV8
A0A087WVV1	C9JCK5
Q15528	U4PP31
Q59EG8	Q9NSM5
O43761	Q5VXT5
B4DWZ4	Q6FHF5
O43295	P31947
O15151	P62913
P54792	Q9ULV1
Q6PK50	Q7L3B6
P54792	Q9ULK5
A0A0K0K1I8	B0AZT9
E5RFJ8	J3KQ69
P19438	Q14164
B4DWZ4	Q6FI35
O15151	P62829
O75446	P39687
P26368	P49840
B4DXH2	C9JAQ4
P27694	Q8NG08
P35555	Q15582
P32856	Q01954
Q02543	Q5SY16
P48165	Q9Y6H8
P30153	Q7L7W2
O75175	P24928
E9PNM7	Q15172
E9PNM7	Q15173
B3KMI7	P59780
Q59G13	X5D7S1
H0Y2P2	P17980
B4DXH2	C9JDK6
H0Y8E6	Q14566
A0A087WW66	P43686
B4DXH2	C9JDM8
Q5JNZ6	Q7Z3K6
Q15744	Q8WX92
B4DS96	P56377
P13569	Q86WA9
B4DXH2	C9JEP0
P63218	Q13077
B4DXH2	C9JEN4
Q14209	Q99856
O94782	Q9Y4K3
H0YK94	P56377
Q02962	Q9HBH7
A0A0U1RQU7	B7Z438
Q6LCR0	Q9NRD5
O14733	P55036
Q13277	Q59G13
J3QLA6	Q7L7W2
B0AZT9	G3V5E2
A0A0C4DH42	P04430
Q5SZX6	Q99832
A8K4Z2	C9JZI1
P27797	Q9Y4K3
O15511	Q9P1U1
A0A1C7CYX0	Q8TAR2
B4DXH2	C9J8Y3
P18848	Q9HD15
B4E141	Q2TAB5
A8K4Z2	C9JXZ7
P27797	Q9Y603
B4DXH2	C9J9Z8
P04637	P48637
O75486	P21675
B8ZZZ1	H0YJ08
B4DG89	C9IZG3
B8ZZZ1	H0YJ47
E9PNM7	Q14738
Q6STE5	Q92925
P62820	Q00610
B8ZZZ1	H0YK94
B8ZZZ1	H0YK95
B8ZZZ1	H0YL95
